A,B,C,D,E,F,G,H,I,J,K,L,M
1,0,1,3,18,0,0,1,0,0,3,66,14
1,0,5,1,126,39,43,1,0,7,1,52,0
27,1,27,1,96,54,61,25,0,34,2,4,0
27,1,25,3,0,33,10,23,0,26,2,0,0
15,0,7,3,0,0,0,4,0,1,1,1,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,1,2,4,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,0,11,0,0,1,0,0,3,79,20
2,1,5,3,132,38,36,3,0,3,1,49,3
25,0,28,2,93,62,65,24,1,28,0,6,0
28,2,35,2,1,28,8,32,0,25,2,0,0
10,0,3,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,2,2,0,0,0,1,0,1,1,0,0
1,2,1,1,0,0,0,1,0,1,2,1,0
1,1,1,3,18,0,0,1,1,1,1,71,21
2,0,5,3,135,36,39,3,0,6,1,66,3
21,0,30,2,85,61,61,31,0,23,3,5,0
33,1,28,1,0,37,4,28,0,16,2,0,0
17,0,6,3,0,0,0,2,0,1,2,0,0
1,0,1,3,0,0,0,1,1,1,2,0,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,2,2,1,0,0,0,1,1,1,0,1,0
1,0,1,3,21,0,0,1,1,1,2,71,15
1,1,5,3,136,37,46,2,0,7,2,83,1
21,1,30,2,82,60,59,31,0,29,1,1,0
31,0,31,1,0,30,7,26,0,21,3,0,0
15,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,0,0
1,1,2,2,0,0,0,1,1,1,1,0,1
1,1,1,1,16,0,0,0,0,1,2,58,18
1,0,8,3,126,39,38,2,1,3,1,39,3
24,0,23,4,94,57,59,28,0,26,3,3,0
32,0,30,1,0,33,10,27,0,26,1,0,0
12,0,7,1,0,0,0,1,0,1,2,0,1
1,1,1,3,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,0,2,4,0,0,0,1,0,1,2,1,0
1,2,1,0,16,0,0,1,0,1,1,76,22
2,0,6,4,135,38,39,2,1,7,1,46,1
23,0,31,2,88,61,62,29,0,27,2,1,0
24,0,30,2,0,19,20,29,1,25,1,0,0
9,0,1,1,0,0,0,6,0,2,3,0,0
1,2,1,2,0,0,0,1,1,1,0,0,0
1,0,1,3,0,0,0,1,0,1,4,0,0
1,0,2,3,0,0,0,1,0,1,1,0,0
1,0,1,1,25,0,0,1,1,1,1,71,4
2,0,6,2,127,40,40,3,0,7,3,39,2
25,0,27,1,86,59,63,23,0,30,1,1,0
32,0,24,3,0,21,15,29,1,27,2,0,0
11,0,1,1,0,0,0,4,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0
1,1,1,3,0,0,0,1,1,1,1,0,0
1,1,2,2,18,0,0,1,0,1,3,70,15
2,0,8,3,128,39,37,1,0,6,1,56,2
21,0,27,2,90,60,63,22,0,34,2,10,0
31,0,32,3,5,37,4,24,0,21,1,0,0
17,0,6,1,0,0,0,1,0,1,2,1,1
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,1,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,20,0,0,1,0,1,2,58,23
3,0,4,1,131,39,39,3,0,4,2,31,12
30,0,27,2,87,60,62,31,0,26,0,5,0
31,0,23,3,0,27,11,31,0,20,1,0,0
15,0,2,2,0,0,0,3,0,1,3,1,0
1,0,1,3,0,0,0,0,0,1,2,0,2
1,0,1,1,0,0,0,1,1,1,2,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,3,22,0,0,1,1,1,1,109,22
2,0,7,2,138,42,40,1,1,10,2,71,4
27,1,27,1,77,57,66,25,0,27,2,0,0
28,0,31,3,0,26,5,35,0,15,2,0,0
9,1,3,2,0,0,0,3,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,1,1,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,20,0,0,1,0,1,2,66,16
3,1,6,0,128,39,35,2,0,5,1,50,0
25,0,32,3,90,60,62,25,0,31,3,2,1
21,1,29,2,0,20,22,29,0,22,1,1,0
10,0,2,2,0,0,0,10,0,1,1,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,3,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,0,1,1,27,0,0,0,1,1,1,74,16
1,1,6,3,127,40,45,2,0,10,3,36,7
26,1,21,2,83,56,59,27,0,32,0,0,0
40,1,13,1,0,9,28,24,0,34,2,1,0
6,1,1,3,0,0,0,8,0,2,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,1,1,2,0,0,0,1,1,1,2,0,0
1,1,1,3,25,0,0,1,0,1,1,72,39
4,1,6,2,130,41,39,6,0,3,2,30,11
27,1,28,2,85,60,64,19,0,37,2,0,0
28,0,17,3,0,5,30,28,1,36,1,0,1
4,0,1,0,0,0,0,7,0,3,3,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,17,0,0,1,0,1,1,84,15
3,0,6,1,130,40,39,1,0,8,3,47,8
24,0,28,3,90,58,62,21,1,30,1,0,0
27,0,28,2,0,19,19,34,0,21,3,0,0
9,0,1,2,0,0,0,11,0,0,1,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,3,0,0,0,1,0,1,2,1,0
1,0,1,1,0,0,0,1,0,1,2,1,0
1,0,1,2,18,0,0,1,1,1,0,67,23
3,1,6,2,130,37,41,1,0,5,4,46,2
24,1,25,2,89,62,64,23,1,35,0,1,0
34,0,27,3,0,19,14,25,0,26,4,0,0
8,0,1,2,0,0,0,10,1,0,0,0,0
1,0,1,2,0,0,0,1,0,1,2,1,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,1,23,0,0,1,0,1,3,73,21
1,0,7,3,125,37,41,3,0,7,2,54,13
21,2,23,1,90,53,65,38,0,22,1,0,0
32,0,26,2,0,23,19,27,0,26,2,0,0
11,1,1,3,0,0,0,8,0,2,2,0,0
1,0,1,2,0,0,0,1,0,0,1,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,16,0,0,1,0,1,1,92,21
1,1,6,2,134,36,39,3,1,6,2,52,0
20,0,27,3,88,58,61,27,1,24,1,0,0
31,0,31,1,0,27,17,36,0,22,2,0,0
13,0,1,2,0,0,0,5,0,1,2,1,0
2,1,1,1,0,0,0,1,0,0,2,0,0
1,0,2,4,0,0,0,2,0,2,2,0,1
1,0,1,4,0,0,0,1,0,1,3,0,0
2,1,2,1,20,0,0,1,0,1,2,78,32
1,0,7,5,118,38,40,2,1,6,1,53,17
25,1,26,2,123,54,59,21,1,35,3,41,0
28,1,23,2,71,52,64,39,0,23,4,0,0
32,2,25,4,0,21,4,33,0,16,2,0,1
11,1,2,3,0,0,0,3,0,1,2,0,0
1,0,1,3,0,0,0,1,1,2,1,1,0
2,0,2,2,0,0,0,1,0,1,4,0,0
1,1,1,3,23,0,0,2,0,1,2,89,42
3,0,5,4,128,40,45,3,0,10,2,49,23
29,0,28,4,125,59,60,19,0,35,1,27,1
27,0,28,2,59,61,55,35,1,30,5,1,0
33,0,33,4,0,14,0,25,0,12,1,1,1
2,1,1,1,0,0,0,2,0,1,4,0,0
2,1,2,4,0,0,0,1,0,2,2,0,0
1,1,1,3,0,0,0,1,1,1,2,0,1
2,0,2,4,16,0,0,1,0,1,1,94,40
2,0,7,3,121,35,39,2,0,8,4,66,16
29,0,23,2,121,63,60,19,0,35,2,58,1
32,0,34,3,79,54,57,30,0,31,2,1,1
25,0,20,4,0,17,12,29,0,20,4,1,0
10,0,2,3,0,0,0,5,0,1,1,0,0
1,1,2,2,0,0,0,1,0,2,3,0,0
1,1,1,3,0,0,0,1,0,1,4,0,0
2,0,2,4,19,0,0,2,0,1,1,105,22
1,1,6,2,127,40,38,2,1,5,1,42,19
28,0,27,3,122,66,56,22,0,33,4,23,10
38,0,33,4,69,57,65,28,0,30,2,0,0
24,0,20,3,0,5,10,29,0,26,2,0,0
4,0,2,1,0,0,0,5,1,1,2,0,0
1,1,1,4,0,0,0,1,1,1,2,0,0
2,1,2,3,0,0,0,1,0,2,5,2,0
1,0,1,4,22,0,0,1,0,1,0,77,34
3,0,11,3,117,40,40,2,0,6,4,72,25
21,2,25,2,125,57,62,20,0,36,1,36,1
33,0,31,3,71,56,59,29,0,38,3,0,0
26,1,22,3,0,17,4,26,0,17,4,0,1
12,0,1,3,0,0,0,2,0,1,1,1,0
2,2,2,3,0,0,0,1,0,1,3,0,0
1,0,2,4,0,0,0,1,0,2,4,0,0
1,0,1,3,19,0,0,2,0,1,2,96,23
4,1,7,1,119,39,38,2,0,4,2,60,30
25,0,33,5,122,64,52,24,0,31,1,19,2
34,0,26,3,75,60,59,27,0,27,3,0,0
34,0,14,3,0,3,19,27,0,27,2,1,0
3,0,2,3,0,0,0,10,1,1,3,1,0
1,1,2,2,0,0,0,1,0,1,3,0,0
1,1,1,3,0,0,0,1,0,2,1,0,1
2,0,2,4,19,0,0,1,0,1,3,88,26
1,0,7,2,124,38,42,1,0,9,4,67,25
26,0,27,4,120,63,54,31,0,26,1,30,1
31,1,36,2,67,58,58,23,0,27,4,0,0
27,0,19,3,0,12,5,29,1,22,1,1,1
10,0,2,4,0,0,0,2,0,1,3,1,0
1,0,1,3,0,0,0,1,1,1,2,1,0
2,0,2,2,0,0,0,1,1,2,0,0,0
1,0,2,3,19,0,0,2,1,1,4,98,31
1,0,9,4,124,41,42,4,1,7,2,60,21
28,1,23,3,126,53,62,27,0,28,4,40,3
30,0,26,2,64,58,59,30,0,36,2,0,0
28,0,22,1,0,12,6,25,0,18,0,1,0
6,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,24,0,0,0,0,1,2,73,20
1,0,7,2,129,43,45,2,1,5,0,51,0
27,0,29,3,82,59,49,33,1,28,2,10,0
28,0,31,1,3,42,0,21,0,10,2,0,0
19,0,11,2,0,0,0,1,0,1,1,0,0
1,0,1,3,0,0,0,0,0,1,3,0,0
1,0,1,1,0,0,0,1,0,1,2,0,1
1,0,1,2,0,0,0,1,0,1,1,0,0
1,2,1,1,15,0,0,1,0,1,2,70,19
0,0,8,3,145,39,43,3,0,5,1,48,0
18,0,28,3,79,63,64,25,0,33,2,0,0
37,0,27,2,0,18,11,31,0,22,2,0,1
8,1,1,1,0,0,0,4,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,1,2,3,0,0,0,1,0,1,3,1,1
1,0,1,2,0,0,0,0,1,1,1,1,0
1,0,1,2,22,0,0,1,0,0,2,77,37
2,1,5,0,130,41,42,2,0,8,1,36,19
25,0,25,3,86,60,62,26,0,32,1,0,1
31,1,26,4,0,12,21,32,0,27,2,0,0
6,1,1,0,0,0,0,4,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,3,0,0
1,1,1,1,0,0,0,1,0,0,1,1,0
1,0,1,3,0,0,0,1,1,1,1,1,0
1,0,1,2,18,0,0,1,0,1,2,84,20
1,1,5,2,124,36,38,3,0,7,1,37,8
25,1,30,1,96,57,64,30,1,22,2,1,0
28,0,21,3,0,16,27,28,0,32,3,0,0
6,0,1,2,0,0,0,11,0,2,0,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,16,0,0,1,0,1,1,61,6
1,1,5,2,137,39,40,2,1,5,1,42,3
25,0,30,2,85,61,63,28,0,30,2,1,0
30,2,26,1,0,24,11,27,0,25,3,0,0
12,0,2,4,0,0,0,2,1,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,18,0,0,0,1,1,2,79,27
1,0,6,2,138,39,38,3,0,7,2,35,0
19,0,36,2,82,60,63,21,0,32,1,0,0
22,0,21,1,1,4,35,29,0,33,1,0,0
6,0,1,2,0,0,0,13,0,5,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,2,1,1,19,0,0,1,0,0,0,88,22
2,0,3,4,145,39,42,2,0,9,2,52,1
25,0,34,2,74,62,59,22,0,34,2,0,1
26,0,30,2,0,22,14,27,0,20,1,0,0
9,1,2,1,0,0,0,7,1,1,1,0,0
1,0,1,3,0,0,0,1,1,1,2,0,0
1,0,1,2,0,0,0,1,0,0,3,0,0
0,0,2,1,0,0,0,1,0,1,2,1,1
1,1,1,2,21,0,0,0,0,1,1,63,28
2,1,3,3,144,39,42,5,0,6,2,29,7
28,0,28,2,72,63,60,27,0,28,1,1,0
29,1,30,2,0,17,16,31,0,23,2,1,0
6,0,1,3,0,0,0,5,0,1,2,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,1,1,3,0,0,0,1,0,1,3,0,0
1,0,1,2,20,0,0,1,1,1,1,96,8
1,0,6,2,127,37,40,2,0,9,2,58,0
23,1,27,1,89,60,59,20,0,35,2,3,0
33,0,26,3,0,28,12,29,1,16,1,0,1
15,1,2,2,0,0,0,5,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,2,2,0,0,0,1,1,1,2,0,0
1,0,1,2,0,0,0,0,1,1,1,0,0
1,1,1,2,20,0,0,1,1,1,2,59,17
2,1,9,2,136,40,43,4,0,6,2,31,2
22,0,25,3,82,62,62,24,0,27,2,5,1
28,0,31,2,0,21,10,35,0,24,1,0,0
12,1,2,1,0,0,0,0,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,2,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,0,1,1,0,0,0,1,1,1,3,0,0
0,0,1,4,18,0,0,1,1,0,1,80,19
2,2,7,1,147,42,40,1,0,6,2,39,4
26,1,29,2,73,61,64,22,0,36,2,0,0
28,1,20,2,0,6,24,34,0,21,2,1,0
4,1,2,2,0,0,0,12,0,3,1,0,0
1,0,1,4,0,0,0,1,0,1,1,0,0
1,0,1,0,0,0,0,0,0,0,2,0,0
1,1,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,16,0,0,1,0,1,2,72,27
2,0,4,3,142,40,41,2,1,5,0,50,1
27,1,26,2,80,56,62,32,0,27,1,0,0
24,0,32,2,0,18,21,30,0,26,3,0,0
6,0,1,2,0,0,0,8,0,0,3,0,1
1,0,1,2,0,0,0,1,0,1,0,1,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,1
1,1,1,2,19,0,0,1,0,1,2,75,24
1,0,9,3,126,38,41,4,1,4,0,60,4
20,1,30,2,92,59,61,28,0,30,3,0,0
30,0,24,2,0,16,22,30,0,27,2,0,0
7,1,1,2,0,0,0,5,0,2,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,0,0,1,2,0,1
1,0,1,2,0,0,0,1,0,1,2,1,0
1,1,1,1,22,0,0,1,0,1,2,64,15
1,2,6,2,126,41,35,2,0,6,1,18,13
28,0,27,2,90,60,60,22,1,24,1,1,2
30,2,15,1,0,4,37,37,0,26,1,1,0
4,0,1,4,0,0,0,11,0,10,2,0,0
1,0,1,1,0,0,0,1,0,1,1,2,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,1,0,1,0,0
1,0,2,1,20,0,0,0,0,1,3,84,18
2,0,6,3,134,42,37,3,0,5,1,47,2
25,0,28,1,82,58,62,23,0,33,2,2,0
27,0,40,4,0,31,6,30,0,16,2,0,0
10,0,1,0,0,0,0,2,0,1,1,1,0
1,1,1,2,0,0,0,1,0,1,3,0,0
1,2,1,2,0,0,0,0,0,0,1,1,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,20,0,0,1,0,1,2,78,21
3,1,7,2,115,37,40,2,0,12,1,45,19
22,0,25,2,104,57,60,16,0,29,3,3,1
27,0,30,2,0,25,20,34,0,29,2,0,0
8,0,5,1,0,0,0,4,0,0,1,0,0
1,1,1,2,0,0,0,1,0,1,2,1,0
1,1,2,2,0,0,0,1,0,1,1,0,1
1,0,1,4,0,0,0,1,0,1,2,0,0
0,1,1,0,17,0,0,0,0,1,2,61,46
2,0,7,4,123,37,42,2,0,8,1,52,16
21,1,24,0,98,56,58,22,1,34,2,0,0
30,0,27,3,0,17,28,30,0,28,1,0,1
6,0,1,3,0,0,0,9,0,2,1,0,0
1,1,1,1,0,0,0,0,1,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,3,1,0
1,0,1,2,15,0,0,1,0,1,1,87,16
2,0,4,3,135,38,41,2,0,6,2,56,3
26,0,27,1,86,57,60,24,0,30,1,0,0
25,0,26,2,0,15,25,33,1,25,1,1,0
7,0,2,3,0,0,0,11,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,0,1,1,0
1,1,1,2,19,0,0,1,0,1,2,83,28
1,1,11,2,137,37,41,2,0,5,1,46,9
16,0,29,2,83,63,61,28,0,31,2,1,0
34,1,27,2,0,18,18,27,0,26,2,0,0
7,0,1,3,0,0,0,7,0,1,1,1,0
1,1,1,1,0,0,0,1,0,0,3,1,0
1,1,1,2,0,0,0,1,0,1,0,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
0,0,1,2,21,0,0,1,0,1,2,68,19
2,0,8,2,132,34,40,1,0,9,2,51,2
23,1,22,1,85,63,63,26,0,27,0,0,0
35,0,26,2,0,20,18,32,0,27,2,0,1
9,0,1,3,0,0,0,5,0,0,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,1,1,1,15,0,0,1,1,1,1,93,33
1,0,6,3,133,39,39,1,0,9,3,53,5
22,1,32,2,90,61,60,25,0,28,2,6,0
24,1,37,1,0,27,12,27,0,20,1,0,0
10,0,3,3,0,0,0,6,0,1,2,0,0
1,1,1,1,0,0,0,1,1,1,1,0,0
1,0,1,3,0,0,0,1,0,1,3,0,0
1,1,1,2,0,0,0,1,0,1,0,1,0
1,0,2,2,14,0,0,1,1,0,2,93,13
2,0,3,2,128,35,39,2,0,4,1,51,0
23,0,24,2,94,56,62,21,0,34,2,11,0
28,0,35,2,1,38,7,31,1,20,2,0,0
16,0,6,3,0,0,0,2,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,2,0,0,0,1,0,0,3,0,0
1,0,1,2,25,0,0,1,0,1,1,74,32
1,0,6,2,115,40,42,2,0,9,1,53,9
25,0,20,2,97,55,58,30,0,25,2,1,0
32,0,27,1,0,19,23,24,1,29,2,0,0
9,0,1,2,0,0,0,10,0,1,2,1,0
1,0,1,3,0,0,0,1,1,0,1,0,0
1,1,2,1,0,0,0,1,0,1,1,0,0
1,1,1,3,0,0,0,1,1,1,1,2,0
1,1,1,1,15,0,0,1,0,1,3,66,20
1,0,6,2,125,37,39,0,1,8,1,64,10
18,0,39,3,99,59,60,21,1,28,2,3,0
26,1,26,2,0,32,12,37,0,17,1,1,0
17,0,3,2,0,0,0,6,1,0,3,0,0
1,0,1,2,0,0,0,1,0,1,0,0,0
1,0,1,2,0,0,0,0,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,1,1,0
1,0,1,2,25,0,0,1,0,1,2,63,42
2,1,6,2,125,40,42,3,0,8,1,26,11
25,0,29,2,86,58,62,25,0,27,3,0,1
25,0,22,3,0,10,24,28,0,29,1,0,1
6,0,2,1,0,0,0,13,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,1,0
1,0,1,2,0,0,0,1,1,1,1,0,0
0,0,1,3,20,0,0,0,0,1,3,77,32
1,0,8,1,132,41,40,1,0,9,0,43,10
25,0,27,2,88,62,62,23,0,29,2,1,0
37,3,22,2,0,17,17,31,0,28,2,0,0
7,0,1,2,0,0,0,4,0,1,2,1,1
1,0,1,2,0,0,0,0,0,1,0,0,0
1,0,1,3,0,0,0,1,0,1,4,0,0
1,1,1,2,0,0,0,1,0,0,1,0,0
1,0,1,1,20,0,0,1,0,1,1,68,20
3,1,6,1,124,40,40,3,0,5,1,41,1
20,1,30,3,94,54,62,25,1,26,2,3,0
32,0,23,3,0,28,14,33,0,26,2,0,0
13,0,4,2,0,0,0,4,0,1,2,0,2
1,1,1,1,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,1,1,1,2,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,1,3,21,0,0,1,0,1,2,79,26
1,0,11,2,128,36,41,2,0,6,1,33,1
22,0,24,2,87,58,63,29,0,29,2,0,0
30,0,21,2,0,12,26,32,0,29,2,1,0
4,0,1,2,0,0,0,8,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,1,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,2,2,20,0,0,1,0,1,1,70,32
2,0,3,3,125,35,41,2,0,7,1,50,4
16,0,32,3,94,56,61,25,0,25,2,4,0
28,1,30,1,0,26,20,29,0,33,3,0,0
11,0,2,3,0,0,0,6,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,0,0,0,0,1,0,1,2,0,1
1,0,1,4,0,0,0,0,0,1,2,0,0
1,1,1,1,22,0,0,1,0,0,1,81,9
2,0,5,2,133,37,42,1,0,9,2,49,0
22,0,30,2,82,61,56,26,0,34,1,13,0
27,0,31,2,0,40,1,22,0,13,2,0,0
22,1,7,2,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,2,2,0,0,0,1,0,0,1,0,1
1,0,1,3,18,0,0,1,1,1,2,81,19
1,0,9,1,140,40,41,1,0,5,2,43,1
22,0,29,3,79,63,63,26,0,33,1,3,0
31,2,31,0,0,24,6,30,0,15,2,2,0
11,0,1,4,0,0,0,6,1,1,1,0,0
1,0,1,2,0,0,0,1,0,0,2,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,23,0,0,1,1,1,1,69,25
2,1,8,2,138,42,43,6,0,6,2,31,4
22,1,33,1,77,62,61,24,0,35,2,0,0
27,0,30,3,0,22,8,23,1,22,1,0,0
10,2,2,1,0,0,0,2,0,0,3,0,0
1,1,1,3,0,0,0,1,0,1,0,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,1,1,0
1,0,1,4,21,0,0,0,0,1,3,84,25
1,0,7,2,136,37,42,3,0,7,1,41,7
29,0,25,1,81,61,64,26,0,29,1,0,0
26,2,23,1,0,11,23,34,0,28,2,0,1
5,0,1,3,0,0,0,8,0,1,2,0,1
1,0,1,1,0,0,0,1,1,1,1,0,0
1,0,1,3,0,0,0,0,0,1,3,0,0
1,2,1,1,0,0,0,1,0,1,1,0,0
1,0,1,3,23,0,0,1,0,0,2,75,24
1,0,7,2,120,41,43,3,0,9,1,59,5
30,1,25,1,94,53,61,23,0,34,2,0,0
21,1,26,3,0,18,21,22,0,30,2,0,0
10,0,1,3,0,0,0,10,1,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,1,0
1,1,1,2,0,0,0,1,0,0,1,0,0
1,2,1,1,0,0,0,1,0,1,2,0,0
1,0,1,4,20,0,0,0,0,1,1,80,27
2,0,7,2,121,38,41,1,0,11,3,78,7
16,1,30,1,97,57,61,19,1,36,0,12,0
31,0,29,3,2,34,9,19,0,28,2,0,0
13,1,8,1,0,0,0,4,0,1,3,0,0
1,0,1,3,0,0,0,0,0,0,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,1,1,1,0,0
1,3,1,2,19,0,0,1,1,1,2,86,18
2,0,8,2,133,36,43,4,1,5,2,48,5
19,1,34,3,87,61,61,24,0,32,2,1,0
27,0,23,2,0,24,14,29,0,20,1,0,0
15,0,2,1,0,0,0,9,0,1,2,0,0
1,0,1,4,0,0,0,1,0,1,1,0,0
1,0,1,1,0,0,0,1,0,1,2,1,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,1,2,20,0,0,1,0,1,2,77,27
2,1,8,2,131,35,40,3,0,4,1,49,8
27,0,23,2,88,61,63,30,0,29,1,3,1
35,0,25,2,0,32,8,31,1,18,2,0,0
14,1,2,2,0,0,0,1,0,1,2,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
2,1,2,3,0,0,0,2,1,2,2,1,0
1,1,2,3,0,0,0,1,0,1,3,0,0
2,1,2,4,23,0,0,1,0,2,2,100,46
3,0,11,4,114,39,38,2,1,10,3,84,28
20,0,27,3,132,57,63,23,0,29,2,44,11
35,1,22,3,118,61,60,38,0,23,4,13,0
40,0,23,5,6,39,36,34,0,31,1,0,0
21,1,11,3,0,0,0,17,2,5,4,0,1
2,1,2,2,0,0,0,1,0,2,4,0,0
2,0,2,5,0,0,0,2,0,1,3,0,1
2,1,2,4,29,0,0,1,0,2,3,118,34
2,1,7,3,123,38,48,5,0,11,3,103,17
31,0,22,5,125,58,62,27,0,31,2,61,0
27,0,33,2,95,58,60,30,0,28,4,18,0
35,2,25,3,15,55,7,31,0,23,1,0,0
31,0,15,5,0,1,0,4,0,1,4,0,0
2,1,2,5,0,0,0,2,0,2,3,1,1
2,0,2,3,0,0,0,1,1,1,3,2,0
1,0,1,4,13,0,0,1,0,2,3,89,27
2,0,4,3,113,38,39,2,1,3,3,62,41
28,1,28,3,119,51,54,30,0,31,2,49,46
26,0,26,4,125,61,58,27,0,27,4,10,0
37,1,25,4,23,36,55,27,1,30,3,0,1
25,1,5,3,0,0,1,31,0,14,2,1,0
2,1,2,4,0,0,0,1,1,2,4,1,0
1,0,2,3,0,0,0,1,0,1,3,0,0
2,0,2,4,15,0,0,2,1,2,3,97,49
3,0,7,4,128,39,38,2,1,6,2,79,17
22,0,39,3,114,59,61,26,0,28,3,84,14
23,0,34,5,118,56,58,31,0,35,3,15,0
26,0,28,2,21,50,33,27,0,30,3,0,0
25,0,16,3,0,1,0,15,0,4,4,0,0
1,2,2,4,0,0,0,2,0,2,3,0,0
2,0,2,4,0,0,0,1,1,1,2,0,0
2,0,2,4,13,0,0,1,0,2,4,77,35
2,0,5,3,123,37,37,4,0,6,3,78,29
21,0,32,5,120,54,62,27,1,30,2,38,12
36,0,25,4,117,57,59,37,1,19,2,2,0
28,0,29,3,16,29,54,33,0,32,2,2,0
12,0,5,3,0,0,0,24,1,15,4,1,0
2,1,2,4,0,0,0,1,0,2,4,0,0
2,0,1,4,0,0,0,1,0,1,4,0,0
1,0,2,3,19,0,0,2,0,2,1,108,40
