date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/2 6:33,3,0,5,1,82,33,33,3,0,3,1,2,0
2023/1/2 6:34,20,0,15,0,0,17,15,20,0,20,0,0,0
2023/1/2 6:35,9,0,1,1,0,0,0,2,0,2,1,0,0
2023/1/2 6:36,0,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/2 6:37,0,0,0,1,0,0,0,1,0,1,0,0,0
2023/1/2 6:38,1,0,1,0,0,0,0,0,0,0,0,0,0
2023/1/2 6:39,0,2,0,0,0,0,0,0,0,0,2,0,0
2023/1/2 6:40,1,0,0,2,21,0,0,1,0,0,0,31,2
2023/1/2 6:41,1,0,6,1,78,37,39,1,1,6,1,2,0
2023/1/2 6:42,21,0,18,1,0,9,14,27,0,17,1,0,1
2023/1/2 6:43,2,0,1,0,0,0,0,4,0,1,0,0,0
2023/1/2 6:44,0,1,0,2,0,0,0,0,0,0,1,0,0
2023/1/2 6:45,1,0,1,0,0,0,0,0,0,0,1,0,0
2023/1/2 6:46,0,1,0,1,0,0,0,1,0,1,0,0,0
2023/1/2 6:47,0,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/2 6:48,1,0,1,0,17,0,0,0,0,0,1,33,1
2023/1/2 6:49,1,0,4,2,77,41,29,1,0,5,0,3,0
2023/1/2 6:50,30,0,15,0,1,14,11,22,0,10,1,0,0
2023/1/2 6:51,7,0,0,1,0,0,0,2,0,2,1,0,0
2023/1/2 6:52,0,0,1,1,0,0,0,0,0,1,0,1,0
2023/1/2 6:53,1,0,0,1,0,0,0,1,0,0,1,1,0
2023/1/2 6:54,0,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/2 6:55,0,1,0,0,0,0,0,0,0,1,0,0,0
2023/1/2 6:56,1,0,0,1,19,0,0,1,0,0,1,20,4
2023/1/2 6:57,0,0,6,1,73,35,34,2,0,4,1,1,0
2023/1/2 6:58,22,0,14,1,4,9,18,17,0,25,0,1,0
2023/1/2 6:59,4,0,1,1,0,0,0,4,0,2,2,0,0
2023/1/2 7:00,0,0,0,1,0,0,0,0,0,0,0,0,0
2023/1/2 7:01,1,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/2 7:02,0,1,0,1,0,0,0,1,1,0,0,0,0
2023/1/2 7:03,1,0,1,1,0,0,0,0,0,0,2,1,0
2023/1/2 7:04,0,0,0,2,17,0,0,0,0,1,0,28,2
2023/1/2 7:05,1,0,3,0,78,36,33,1,0,7,2,2,0
2023/1/2 7:06,17,0,25,0,0,16,10,21,0,12,0,0,0
2023/1/2 7:07,8,0,0,2,0,0,0,3,0,1,0,1,0
2023/1/2 7:08,0,0,1,0,0,0,0,1,0,0,1,0,0
2023/1/2 7:09,1,0,0,2,0,0,0,0,0,0,1,0,0
2023/1/2 7:10,0,0,1,0,0,0,0,0,0,1,0,1,0
2023/1/2 7:11,1,0,0,1,0,0,0,1,1,0,1,0,0
2023/1/2 7:12,0,1,1,0,19,0,0,0,0,0,1,21,3
2023/1/2 7:13,0,0,9,1,75,33,32,0,0,6,0,4,0
2023/1/2 7:14,14,0,12,1,2,9,22,23,0,21,2,0,0
2023/1/2 7:15,6,0,3,1,0,0,0,6,0,0,0,0,0
2023/1/2 7:16,1,0,0,1,0,0,0,0,0,1,0,0,0
2023/1/2 7:17,0,0,1,1,0,0,0,1,0,0,1,0,0
2023/1/2 7:18,0,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/2 7:19,1,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/2 7:20,0,0,0,1,20,0,0,1,0,0,1,35,2
2023/1/2 7:21,2,0,4,1,76,40,36,3,0,5,1,0,0
2023/1/2 7:22,22,1,22,1,1,16,5,17,0,14,1,0,0
2023/1/2 7:23,6,0,2,1,0,0,0,4,0,0,0,0,0
2023/1/2 7:24,1,0,1,1,0,0,0,0,0,1,1,0,0
2023/1/2 7:25,0,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/2 7:26,1,0,1,0,0,0,0,1,0,0,0,0,1
2023/1/2 7:27,0,1,0,1,0,0,0,0,0,1,1,0,0
2023/1/2 7:28,0,0,0,1,22,0,0,0,0,0,0,21,4
2023/1/2 7:29,1,1,5,0,73,34,35,4,0,7,1,3,0
2023/1/2 7:30,23,0,12,2,0,11,15,19,0,22,1,0,0
2023/1/2 7:31,6,0,2,0,0,0,0,0,1,0,0,0,0
2023/1/2 7:32,0,1,0,1,0,0,0,1,0,0,1,0,0
2023/1/2 7:33,0,0,1,1,0,0,0,0,0,1,0,0,0
2023/1/2 7:34,1,0,0,1,0,0,0,0,0,0,2,0,0
2023/1/2 7:35,0,0,1,1,0,0,0,0,0,0,0,1,0
2023/1/2 7:36,1,1,0,0,21,0,0,1,0,1,1,45,2
2023/1/2 7:37,1,0,7,2,78,39,32,0,0,7,1,1,0
2023/1/2 7:38,23,0,23,0,0,16,12,21,0,13,0,0,0
2023/1/2 7:39,3,0,0,1,0,0,0,4,0,1,1,0,0
2023/1/2 7:40,0,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/2 7:41,0,0,0,1,0,0,0,0,0,0,0,0,1
2023/1/2 7:42,1,0,1,0,0,0,0,1,0,1,0,0,0
2023/1/2 7:43,0,0,0,2,0,0,0,0,0,0,2,0,0
2023/1/2 7:44,1,0,1,0,20,0,0,0,0,0,0,28,2
2023/1/2 7:45,0,0,5,1,76,38,32,2,1,8,1,3,0
2023/1/2 7:46,21,0,19,1,1,15,12,22,0,11,1,0,0
2023/1/2 7:47,8,0,2,0,0,0,0,2,0,1,0,0,0
2023/1/2 7:48,0,1,0,1,0,0,0,1,0,1,0,0,0
2023/1/2 7:49,1,0,1,1,0,0,0,0,0,0,2,0,0
2023/1/2 7:50,0,0,0,1,0,0,0,0,0,1,0,0,0
2023/1/2 7:51,0,0,1,1,0,0,0,1,0,0,2,0,0
2023/1/2 7:52,1,0,0,1,17,0,0,0,0,0,0,23,1
2023/1/2 7:53,0,0,4,1,75,30,29,1,0,6,0,6,0
2023/1/2 7:54,17,0,21,0,6,20,19,17,0,19,1,0,0
2023/1/2 7:55,8,0,2,2,0,0,0,4,0,3,1,0,0
2023/1/2 7:56,0,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/2 7:57,0,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/2 7:58,1,0,1,0,0,0,0,1,0,1,0,0,0
2023/1/2 7:59,0,0,0,2,21,0,0,0,0,0,1,21,4
2023/1/2 8:00,1,0,6,0,74,38,25,0,0,5,1,5,0
2023/1/2 8:01,20,0,18,2,3,14,21,13,0,20,0,0,0
2023/1/2 8:02,9,0,1,0,0,0,0,9,0,1,2,0,0
2023/1/2 8:03,1,0,0,1,0,0,0,0,0,0,0,0,1
2023/1/2 8:04,0,0,1,1,0,0,0,1,0,1,0,1,1
2023/1/2 8:05,1,1,0,0,0,0,0,0,0,0,1,0,0
2023/1/2 8:06,0,0,1,2,0,0,0,0,0,0,1,0,0
2023/1/2 8:07,0,0,0,0,17,0,0,1,0,1,0,20,5
2023/1/2 8:08,1,0,3,2,84,32,41,2,0,4,2,4,0
2023/1/2 8:09,16,1,24,0,0,13,15,20,0,25,0,0,0
2023/1/2 8:10,4,0,0,1,0,0,0,6,0,1,0,0,0
2023/1/2 8:11,0,0,1,1,0,0,0,0,0,0,2,0,0
2023/1/2 8:12,1,0,0,1,0,0,0,0,0,1,0,0,0
2023/1/2 8:13,0,1,1,0,0,0,0,1,0,0,0,0,0
2023/1/2 8:14,0,0,0,2,0,0,0,0,0,0,2,0,0
2023/1/2 8:15,1,0,1,1,15,0,0,0,0,1,0,36,4
2023/1/2 8:16,1,0,2,1,82,34,32,1,0,3,2,1,0
2023/1/2 8:17,25,0,21,0,1,19,13,24,0,16,0,0,0
2023/1/2 8:18,5,0,1,2,0,0,0,2,0,1,0,0,0
2023/1/2 8:19,0,0,1,0,0,0,0,1,1,0,1,0,0
2023/1/2 8:20,1,0,0,2,0,0,0,0,0,0,1,0,0
2023/1/2 8:21,0,0,1,0,0,0,0,1,0,1,0,0,0
2023/1/2 8:22,1,0,0,1,0,0,0,0,0,0,2,0,0
2023/1/2 8:23,0,1,1,0,19,0,0,0,0,1,0,33,4
2023/1/2 8:24,0,0,7,2,81,37,29,3,0,4,0,2,0
2023/1/2 8:25,21,1,19,0,0,16,18,14,0,19,2,0,0
2023/1/2 8:26,6,1,2,1,0,0,0,7,0,2,0,0,0
2023/1/2 8:27,1,0,0,1,0,0,0,1,0,0,1,0,0
2023/1/2 8:28,0,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/2 8:29,1,0,0,1,0,0,0,0,0,1,0,0,0
2023/1/2 8:30,0,0,1,1,0,0,0,1,0,0,1,0,0
2023/1/2 8:31,0,1,0,1,17,0,0,0,0,1,1,17,8
2023/1/2 8:32,2,1,8,0,84,34,34,2,0,2,0,1,0
2023/1/2 8:33,16,0,17,2,2,13,22,17,0,28,1,0,0
2023/1/2 8:34,7,0,1,0,0,0,0,6,0,3,1,0,0
2023/1/2 8:35,0,0,0,2,0,0,0,0,0,0,1,0,0
2023/1/2 8:36,1,0,1,0,0,0,0,1,0,0,0,1,0
2023/1/2 8:37,0,0,0,1,0,0,0,0,0,1,1,0,0
2023/1/2 8:38,0,1,0,1,0,0,0,0,1,0,0,0,0
2023/1/2 8:39,1,0,1,0,21,0,0,1,0,1,2,24,2
2023/1/2 8:40,0,0,9,2,77,39,38,1,0,5,1,3,0
2023/1/2 8:41,18,0,17,0,0,7,14,18,0,24,0,0,0
2023/1/2 8:42,4,0,0,2,0,0,0,4,0,2,0,0,1
2023/1/2 8:43,1,0,1,0,0,0,0,0,1,0,1,0,0
2023/1/2 8:44,0,1,0,2,0,0,0,1,0,0,1,0,0
2023/1/2 8:45,0,0,1,0,0,0,0,0,0,1,1,0,0
2023/1/2 8:46,1,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/2 8:47,0,0,1,1,22,0,0,1,0,0,0,29,3
2023/1/2 8:48,2,0,5,0,74,35,39,0,0,10,1,1,0
2023/1/2 8:49,16,0,17,2,2,12,12,21,0,17,1,0,0
2023/1/2 8:50,9,0,0,1,0,0,0,5,0,1,0,0,0
2023/1/2 8:51,1,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/2 8:52,0,0,0,0,0,0,0,0,0,0,1,1,0
2023/1/2 8:53,1,0,0,1,0,0,0,1,0,1,0,0,0
2023/1/2 8:54,0,1,1,0,0,0,0,0,0,0,2,0,0
2023/1/2 8:55,0,0,0,2,19,0,0,0,0,0,0,28,2
2023/1/2 8:56,3,1,6,0,80,36,33,3,0,5,1,3,0
2023/1/2 8:57,19,2,26,3,1,24,7,19,0,16,2,0,0
2023/1/2 8:58,14,1,2,3,0,0,0,4,0,1,2,0,0
2023/1/2 8:59,2,1,2,4,0,0,0,2,0,2,3,0,0
2023/1/2 9:00,2,0,2,4,0,0,0,1,0,1,3,0,0
2023/1/2 9:01,1,2,2,3,0,0,0,1,0,2,3,1,0
2023/1/2 9:02,2,2,2,3,0,0,0,2,1,1,2,0,0
2023/1/2 9:03,2,0,2,4,16,0,0,1,0,2,4,91,28
2023/1/2 9:04,2,1,7,3,116,34,41,4,0,6,4,96,47
2023/1/2 9:05,18,1,33,5,118,59,50,27,0,34,2,37,4
2023/1/2 9:06,30,1,36,2,100,58,61,20,0,29,3,1,0
2023/1/2 9:07,20,2,25,4,15,14,48,31,0,24,3,0,0
2023/1/2 9:08,9,1,2,4,0,0,0,26,0,13,3,0,0
2023/1/2 9:09,2,1,2,3,0,0,0,2,0,2,3,0,1
2023/1/2 9:10,1,2,2,4,0,0,0,1,0,1,2,0,0
2023/1/2 9:11,2,0,2,4,21,0,0,1,0,1,3,117,33
2023/1/2 9:12,4,0,8,4,126,43,41,3,1,11,2,67,35
2023/1/2 9:13,19,0,32,3,114,63,55,24,1,30,3,65,8
2023/1/2 9:14,34,1,35,4,99,54,58,25,0,27,3,0,0
2023/1/2 9:15,26,2,26,1,1,17,30,30,1,33,3,0,1
2023/1/2 9:16,8,0,2,6,0,0,0,7,0,9,2,0,0
2023/1/2 9:17,2,0,2,2,0,0,0,2,0,1,4,0,0
2023/1/2 9:18,2,0,2,5,0,0,0,1,0,2,2,1,0
2023/1/2 9:19,1,1,2,4,17,0,0,2,0,1,5,90,35
2023/1/2 9:20,3,0,8,3,124,41,43,3,0,6,2,60,9
2023/1/2 9:21,30,0,21,2,118,52,59,31,1,27,3,59,20
2023/1/2 9:22,28,1,37,4,108,57,57,27,0,41,3,0,1
2023/1/2 9:23,24,0,21,5,1,24,35,22,0,28,1,0,0
2023/1/2 9:24,16,0,4,3,0,0,0,20,1,3,3,1,0
2023/1/2 9:25,1,1,2,2,0,0,0,2,0,1,3,1,0
2023/1/2 9:26,2,1,1,4,0,0,0,1,0,1,4,0,0
2023/1/2 9:27,2,2,2,4,20,0,0,2,0,2,2,79,44
2023/1/2 9:28,1,1,9,4,111,34,40,6,1,4,2,47,30
2023/1/2 9:29,18,0,22,4,115,52,59,22,1,36,4,40,8
2023/1/2 9:30,36,1,21,2,116,55,61,26,0,29,3,2,0
2023/1/2 9:31,36,1,21,4,5,22,44,33,0,36,3,1,0
2023/1/2 9:32,12,0,5,5,0,0,0,14,0,12,2,0,0
2023/1/2 9:33,2,1,2,2,0,0,0,1,0,2,3,1,0
2023/1/2 9:34,1,0,1,5,0,0,0,2,1,1,4,0,1
2023/1/2 9:35,2,0,2,3,20,0,0,1,0,2,3,87,50
2023/1/2 9:36,2,1,6,3,125,37,43,3,0,8,3,73,22
2023/1/2 9:37,25,2,27,1,128,61,61,30,0,31,3,53,0
2023/1/2 9:38,35,0,29,5,91,61,63,29,0,26,2,0,1
2023/1/2 9:39,31,1,32,5,0,19,19,27,0,37,4,2,0
2023/1/2 9:40,7,1,2,3,0,0,0,8,0,1,3,0,1
2023/1/2 9:41,2,1,1,4,0,0,0,1,0,1,2,1,1
2023/1/2 9:42,2,1,2,1,0,0,0,2,0,2,2,0,0
2023/1/2 9:43,1,1,2,5,13,0,0,1,0,1,4,90,34
2023/1/2 9:44,3,0,7,5,129,38,36,2,0,6,1,67,11
2023/1/2 9:45,24,1,34,2,128,61,62,32,1,24,4,48,0
2023/1/2 9:46,31,1,30,4,91,62,62,27,0,34,4,9,0
2023/1/2 9:47,27,0,31,5,6,37,8,34,0,19,2,0,0
2023/1/2 9:48,23,1,6,2,0,0,0,3,1,2,2,0,0
2023/1/2 9:49,1,1,2,2,0,0,0,2,0,1,5,1,0
2023/1/2 9:50,2,0,2,5,0,0,0,1,0,2,2,0,0
2023/1/2 9:51,2,4,2,2,18,0,0,1,0,1,2,62,57
2023/1/2 9:52,1,1,11,5,116,39,36,4,0,6,3,84,23
2023/1/2 9:53,23,1,31,4,121,59,59,18,1,32,3,59,13
2023/1/2 9:54,31,0,29,4,107,57,56,30,0,36,2,2,0
2023/1/2 9:55,34,0,22,3,3,24,35,25,1,28,5,1,0
2023/1/2 9:56,11,1,3,4,0,0,0,18,1,3,2,1,0
2023/1/2 9:57,2,1,2,2,0,0,0,2,1,2,2,2,0
2023/1/2 9:58,1,1,2,4,0,0,0,1,1,1,3,1,0
2023/1/2 9:59,2,0,2,5,26,0,0,2,0,2,3,74,35
2023/1/2 10:00,4,0,8,3,117,39,43,4,0,6,4,62,26
2023/1/2 10:01,17,1,31,3,123,58,61,32,0,28,3,51,0
2023/1/2 10:02,40,1,28,3,82,55,57,26,0,34,2,23,0
2023/1/2 10:03,27,2,27,3,16,48,3,29,0,16,3,0,0
2023/1/2 10:04,20,0,15,5,0,0,0,2,0,1,4,0,0
2023/1/2 10:05,2,0,2,3,0,0,0,1,1,2,2,0,0
2023/1/2 10:06,2,4,2,2,0,0,0,1,0,1,2,0,0
2023/1/2 10:07,1,1,2,5,20,0,0,2,0,2,4,93,28
2023/1/2 10:08,3,1,6,4,119,41,37,2,1,6,2,67,22
2023/1/2 10:09,23,2,33,3,122,59,55,28,0,27,3,59,3
2023/1/2 10:10,32,2,28,3,106,61,60,24,1,28,4,5,0
2023/1/2 10:11,34,0,29,6,0,29,25,38,0,25,1,0,0
2023/1/2 10:12,17,0,3,2,0,0,0,10,1,3,3,1,0
2023/1/2 10:13,1,0,2,3,0,0,0,1,0,1,4,0,0
2023/1/2 10:14,2,1,2,4,0,0,0,2,0,2,3,0,0
2023/1/2 10:15,2,1,2,3,18,0,0,1,0,1,3,85,31
2023/1/2 10:16,2,2,4,3,121,34,43,3,1,10,2,59,11
2023/1/2 10:17,25,0,26,6,116,60,58,26,0,29,3,39,5
2023/1/2 10:18,34,0,27,2,109,57,57,27,0,37,3,7,0
2023/1/2 10:19,25,1,32,4,0,27,28,25,0,27,3,0,0
2023/1/2 10:20,17,0,3,3,0,0,0,14,0,3,3,0,0
2023/1/2 10:21,2,1,2,3,0,0,0,1,0,1,3,0,0
2023/1/2 10:22,1,0,2,5,0,0,0,2,0,2,3,1,0
2023/1/2 10:23,2,2,2,3,19,0,0,1,0,1,2,106,32
2023/1/2 10:24,2,0,6,4,106,36,38,4,0,7,1,69,20
2023/1/2 10:25,15,1,36,2,114,54,56,21,0,26,5,80,5
2023/1/2 10:26,23,2,33,4,117,49,57,31,0,30,4,11,1
2023/1/2 10:27,32,0,16,5,5,38,33,35,0,29,2,1,0
2023/1/2 10:28,24,0,7,3,0,0,0,11,0,4,3,0,0
2023/1/2 10:29,2,0,2,3,0,0,0,2,0,2,2,0,0
2023/1/2 10:30,2,0,2,4,0,0,0,1,0,1,3,1,1
2023/1/2 10:31,1,0,2,4,19,0,0,1,0,2,3,83,31
2023/1/2 10:32,2,0,9,3,132,41,40,2,0,8,3,62,12
2023/1/2 10:33,20,1,37,3,125,55,64,27,0,34,2,53,2
2023/1/2 10:34,24,0,31,4,86,59,64,32,0,30,4,2,2
2023/1/2 10:35,32,1,29,3,0,23,15,27,0,32,3,0,0
2023/1/2 10:36,9,0,3,5,0,0,0,4,1,1,2,0,0
2023/1/2 10:37,1,1,2,3,0,0,0,2,1,2,2,0,1
2023/1/2 10:38,2,2,2,2,0,0,0,1,0,1,5,2,0
2023/1/2 10:39,2,1,2,4,21,0,0,2,0,2,2,99,46
2023/1/2 10:40,1,1,7,3,113,39,44,1,0,12,3,64,21
2023/1/2 10:41,22,0,36,4,117,57,56,26,0,27,3,40,16
2023/1/2 10:42,23,1,29,4,112,54,59,29,1,28,3,0,3
2023/1/2 10:43,30,0,22,3,4,16,42,27,1,35,2,0,0
2023/1/2 10:44,11,0,2,4,0,0,0,23,0,7,4,0,0
2023/1/2 10:45,2,2,2,2,0,0,0,1,0,1,2,0,0
2023/1/2 10:46,1,4,2,5,0,0,0,1,1,2,2,1,0
2023/1/2 10:47,2,1,2,4,20,0,0,2,1,1,4,94,22
2023/1/2 10:48,3,0,10,2,114,36,39,5,0,9,3,80,8
2023/1/2 10:49,17,1,31,4,115,55,57,27,0,27,2,75,5
2023/1/2 10:50,31,1,22,4,100,52,62,23,0,32,4,24,0
2023/1/2 10:51,26,2,28,3,15,49,14,35,0,24,4,1,0
2023/1/2 10:52,28,0,13,4,0,0,0,3,0,2,1,0,0
2023/1/2 10:53,2,0,2,4,0,0,0,1,1,1,4,0,0
2023/1/2 10:54,2,0,2,4,0,0,0,2,0,2,3,1,0
2023/1/2 10:55,1,0,2,4,16,0,0,1,1,1,3,82,39
2023/1/2 10:56,2,1,6,2,119,35,39,3,0,4,3,54,18
2023/1/2 10:57,19,0,30,3,130,57,62,26,0,30,1,42,1
2023/1/2 10:58,26,0,27,3,97,57,61,27,0,32,2,2,0
2023/1/2 10:59,35,0,25,2,0,23,28,39,0,24,2,0,1
2023/1/2 11:00,12,0,1,2,0,0,0,13,0,1,2,0,0
2023/1/2 11:01,1,2,1,1,0,0,0,1,0,0,2,0,0
2023/1/2 11:02,1,1,1,3,0,0,0,1,0,1,0,0,0
2023/1/2 11:03,1,1,1,1,22,0,0,1,0,1,2,73,21
2023/1/2 11:04,1,0,7,3,128,39,43,1,0,10,1,26,5
2023/1/2 11:05,23,0,33,1,88,62,59,26,0,31,3,3,0
2023/1/2 11:06,26,1,30,2,0,26,9,26,0,21,2,0,0
2023/1/2 11:07,11,0,5,4,0,0,0,2,1,1,1,0,0
2023/1/2 11:08,1,1,1,2,0,0,0,1,1,1,2,1,0
2023/1/2 11:09,1,1,1,1,0,0,0,1,0,1,2,0,1
2023/1/2 11:10,1,2,1,2,0,0,0,1,0,0,2,0,0
2023/1/2 11:11,1,0,1,4,21,0,0,1,0,1,1,90,26
2023/1/2 11:12,1,0,8,1,130,40,39,3,0,8,2,46,11
2023/1/2 11:13,21,1,30,2,85,63,60,18,0,34,2,1,0
2023/1/2 11:14,39,0,22,2,0,21,13,25,0,24,1,0,0
2023/1/2 11:15,10,1,1,3,0,0,0,6,0,1,0,0,0
2023/1/2 11:16,1,0,2,2,0,0,0,1,0,1,4,1,0
2023/1/2 11:17,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/2 11:18,1,0,1,2,0,0,0,1,0,0,3,0,0
2023/1/2 11:19,1,2,1,1,21,0,0,0,0,1,2,73,19
2023/1/2 11:20,3,0,5,3,126,40,41,2,0,7,0,68,3
2023/1/2 11:21,25,1,29,2,92,62,62,30,1,26,2,2,0
2023/1/2 11:22,31,0,28,2,0,27,7,27,0,22,2,0,0
2023/1/2 11:23,13,1,3,2,0,0,0,3,0,1,2,0,1
2023/1/2 11:24,1,0,2,3,0,0,0,1,0,1,1,0,0
2023/1/2 11:25,1,0,1,2,0,0,0,0,0,1,3,0,0
2023/1/2 11:26,1,2,1,2,0,0,0,1,0,0,1,0,0
2023/1/2 11:27,1,0,1,2,22,0,0,1,1,1,2,85,17
2023/1/2 11:28,2,1,6,1,133,44,42,3,0,4,1,72,0
2023/1/2 11:29,29,0,29,4,86,58,59,27,0,35,2,0,0
2023/1/2 11:30,33,0,28,1,0,31,6,18,0,25,2,0,1
2023/1/2 11:31,12,1,2,2,0,0,0,1,0,1,2,0,0
2023/1/2 11:32,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/2 11:33,1,1,2,2,0,0,0,1,0,1,2,1,1
2023/1/2 11:34,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/2 11:35,1,1,1,2,22,0,0,1,0,0,2,87,19
2023/1/2 11:36,2,0,7,3,138,39,44,3,0,8,1,41,1
2023/1/2 11:37,26,0,31,2,78,62,60,22,0,35,2,1,0
2023/1/2 11:38,25,0,29,2,0,21,12,30,0,23,2,0,0
2023/1/2 11:39,8,1,2,3,0,0,0,1,0,1,2,0,0
2023/1/2 11:40,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/2 11:41,1,0,2,2,0,0,0,1,0,1,2,1,0
2023/1/2 11:42,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/2 11:43,1,0,1,3,18,0,0,1,0,0,3,66,14
2023/1/2 11:44,1,0,5,1,126,39,43,1,0,7,1,52,0
2023/1/2 11:45,27,1,27,1,96,54,61,25,0,34,2,4,0
2023/1/2 11:46,27,1,25,3,0,33,10,23,0,26,2,0,0
2023/1/2 11:47,15,0,7,3,0,0,0,4,0,1,1,1,0
2023/1/2 11:48,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/2 11:49,1,1,2,4,0,0,0,1,0,1,2,0,0
2023/1/2 11:50,1,0,1,2,0,0,0,0,0,1,1,0,0
2023/1/2 11:51,1,0,1,0,11,0,0,1,0,0,3,79,20
2023/1/2 11:52,2,1,5,3,132,38,36,3,0,3,1,49,3
2023/1/2 11:53,25,0,28,2,93,62,65,24,1,28,0,6,0
2023/1/2 11:54,28,2,35,2,1,28,8,32,0,25,2,0,0
2023/1/2 11:55,10,0,3,2,0,0,0,1,0,1,3,0,0
2023/1/2 11:56,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/2 11:57,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/2 11:58,1,2,1,1,0,0,0,1,0,1,2,1,0
2023/1/2 11:59,1,1,1,3,18,0,0,1,1,1,1,71,21
2023/1/2 12:00,2,0,5,3,135,36,39,3,0,6,1,66,3
2023/1/2 12:01,21,0,30,2,85,61,61,31,0,23,3,5,0
2023/1/2 12:02,33,1,28,1,0,37,4,28,0,16,2,0,0
2023/1/2 12:03,17,0,6,3,0,0,0,2,0,1,2,0,0
2023/1/2 12:04,1,0,1,3,0,0,0,1,1,1,2,0,0
2023/1/2 12:05,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/2 12:06,1,2,2,1,0,0,0,1,1,1,0,1,0
2023/1/2 12:07,1,0,1,3,21,0,0,1,1,1,2,71,15
2023/1/2 12:08,1,1,5,3,136,37,46,2,0,7,2,83,1
2023/1/2 12:09,21,1,30,2,82,60,59,31,0,29,1,1,0
2023/1/2 12:10,31,0,31,1,0,30,7,26,0,21,3,0,0
2023/1/2 12:11,15,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/2 12:12,1,0,1,2,0,0,0,1,1,1,1,0,0
2023/1/2 12:13,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/2 12:14,1,1,2,2,0,0,0,1,1,1,1,0,1
2023/1/2 12:15,1,1,1,1,16,0,0,0,0,1,2,58,18
2023/1/2 12:16,1,0,8,3,126,39,38,2,1,3,1,39,3
2023/1/2 12:17,24,0,23,4,94,57,59,28,0,26,3,3,0
2023/1/2 12:18,32,0,30,1,0,33,10,27,0,26,1,0,0
2023/1/2 12:19,12,0,7,1,0,0,0,1,0,1,2,0,1
2023/1/2 12:20,1,1,1,3,0,0,0,1,0,1,2,0,0
2023/1/2 12:21,1,1,1,2,0,0,0,0,0,1,2,0,0
2023/1/2 12:22,1,0,2,4,0,0,0,1,0,1,2,1,0
2023/1/2 12:23,1,2,1,0,16,0,0,1,0,1,1,76,22
2023/1/2 12:24,2,0,6,4,135,38,39,2,1,7,1,46,1
2023/1/2 12:25,23,0,31,2,88,61,62,29,0,27,2,1,0
2023/1/2 12:26,24,0,30,2,0,19,20,29,1,25,1,0,0
2023/1/2 12:27,9,0,1,1,0,0,0,6,0,2,3,0,0
2023/1/2 12:28,1,2,1,2,0,0,0,1,1,1,0,0,0
2023/1/2 12:29,1,0,1,3,0,0,0,1,0,1,4,0,0
2023/1/2 12:30,1,0,2,3,0,0,0,1,0,1,1,0,0
2023/1/2 12:31,1,0,1,1,25,0,0,1,1,1,1,71,4
2023/1/2 12:32,2,0,6,2,127,40,40,3,0,7,3,39,2
2023/1/2 12:33,25,0,27,1,86,59,63,23,0,30,1,1,0
2023/1/2 12:34,32,0,24,3,0,21,15,29,1,27,2,0,0
2023/1/2 12:35,11,0,1,1,0,0,0,4,0,1,2,0,0
2023/1/2 12:36,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/2 12:37,1,1,1,1,0,0,0,1,0,1,1,0,0
2023/1/2 12:38,1,1,1,3,0,0,0,1,1,1,1,0,0
2023/1/2 12:39,1,1,2,2,18,0,0,1,0,1,3,70,15
2023/1/2 12:40,2,0,8,3,128,39,37,1,0,6,1,56,2
2023/1/2 12:41,21,0,27,2,90,60,63,22,0,34,2,10,0
2023/1/2 12:42,31,0,32,3,5,37,4,24,0,21,1,0,0
2023/1/2 12:43,17,0,6,1,0,0,0,1,0,1,2,1,1
2023/1/2 12:44,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/2 12:45,1,1,1,1,0,0,0,1,0,1,2,1,0
2023/1/2 12:46,1,0,1,3,0,0,0,0,0,1,2,0,0
2023/1/2 12:47,1,0,1,2,20,0,0,1,0,1,2,58,23
2023/1/2 12:48,3,0,4,1,131,39,39,3,0,4,2,31,12
2023/1/2 12:49,30,0,27,2,87,60,62,31,0,26,0,5,0
