A,B,C,D,E,F,G,H,I,J,K,L,M
18,4,10,7,2,7,7,10,1,7,5,1,1
9,2,6,11,6,0,0,8,3,4,10,2,1
3,5,5,12,37,7,7,8,4,8,5,0,1
11,1,9,10,17,14,22,9,1,7,12,1,1
10,1,7,11,0,4,6,14,1,9,10,2,0
7,1,6,7,6,0,0,7,1,5,5,6,2
3,1,3,8,40,13,6,2,1,4,3,0,0
8,1,13,8,12,16,16,8,2,13,8,0,0
15,1,8,2,2,1,8,14,3,12,9,0,0
7,5,5,9,6,0,0,8,2,8,11,3,1
4,1,4,11,34,8,6,4,3,7,11,0,0
8,1,16,10,20,13,22,10,0,15,11,0,1
12,2,12,12,0,5,6,9,2,15,10,2,0
9,4,9,10,5,0,0,8,4,8,7,4,0
4,3,4,11,33,10,10,4,6,3,8,2,0
12,1,13,11,21,15,11,8,1,8,11,1,1
9,2,10,11,1,8,6,9,1,8,11,0,0
8,0,7,11,10,0,0,8,2,6,6,5,0
4,1,7,8,31,10,10,4,1,6,7,0,0
9,4,12,6,17,11,14,13,3,15,8,1,1
10,2,9,10,2,8,6,10,3,7,11,0,0
7,0,4,10,6,1,0,6,0,5,11,3,2
8,0,5,9,32,7,5,2,1,4,6,1,2
9,4,5,8,22,10,24,8,2,10,5,2,0
10,1,11,10,0,7,7,22,3,13,9,1,0
8,2,7,8,7,0,0,6,5,7,11,2,1
6,2,4,9,30,9,7,5,1,4,9,0,0
7,1,8,11,23,12,20,7,0,7,11,2,1
10,0,7,7,0,6,6,15,2,14,9,1,0
6,2,6,5,7,0,0,10,0,2,6,3,0
6,0,4,10,38,11,8,7,0,7,8,2,0
12,1,9,6,15,16,17,9,3,8,9,0,0
9,2,12,8,0,3,5,14,5,10,9,0,1
7,2,6,6,5,0,0,4,1,6,8,1,1
6,5,6,7,39,6,6,4,1,8,10,0,1
8,4,12,10,15,16,24,9,1,9,10,1,0
3,1,12,12,1,5,2,15,0,11,8,1,1
6,0,2,4,8,0,1,6,3,3,5,3,1
8,1,4,7,31,11,5,11,2,10,9,0,0
7,1,13,10,20,15,18,5,7,7,9,1,1
13,1,5,6,1,3,8,14,1,13,10,1,0
3,3,11,5,5,0,0,6,2,9,10,0,3
6,2,4,10,39,7,8,6,1,5,12,2,0
8,4,9,11,15,17,19,11,2,8,9,1,0
13,1,7,10,1,4,5,13,2,9,9,1,0
7,1,5,6,7,0,0,9,3,8,7,2,2
4,0,2,9,35,7,10,2,3,5,10,1,0
8,1,11,3,17,18,11,6,0,11,8,0,0
20,0,3,8,1,7,6,7,0,6,8,1,1
4,2,4,6,6,1,0,6,2,6,5,4,0
3,1,4,6,38,9,9,3,3,3,4,0,0
5,1,11,4,15,20,14,10,0,13,7,1,0
19,0,9,6,1,3,4,10,2,10,5,0,0
7,0,7,8,9,1,0,8,5,7,9,6,0
5,1,4,10,36,9,9,9,2,4,10,1,1
9,2,15,10,15,20,13,8,3,7,11,1,1
10,0,10,7,0,4,5,13,1,8,11,2,1
12,1,6,10,4,0,0,9,0,4,11,4,0
6,2,3,9,38,9,6,3,1,7,7,0,0
5,3,15,10,18,17,18,7,3,8,6,1,0
14,1,5,10,0,6,4,14,2,11,10,0,1
9,0,7,9,6,0,0,8,2,2,11,4,1
3,2,8,7,35,13,3,2,1,2,6,1,1
11,5,9,6,18,17,16,5,0,9,4,2,2
16,1,11,9,1,5,6,6,1,10,8,0,0
12,4,3,9,5,0,0,4,0,4,2,2,2
4,1,6,11,44,9,5,5,1,1,7,1,0
6,1,11,9,9,19,18,10,1,11,5,1,1
15,1,14,10,2,5,3,9,0,5,8,1,0
8,0,3,10,5,1,0,9,0,4,7,2,0
9,1,5,8,36,8,6,10,3,11,4,1,1
5,1,10,11,18,17,17,11,3,12,10,3,0
9,1,14,5,1,7,5,13,6,8,11,0,0
7,4,7,7,1,0,0,9,0,3,10,4,2
12,1,2,10,42,5,7,4,4,2,12,1,1
7,3,11,11,16,19,16,12,0,15,9,1,1
8,4,18,11,1,2,10,10,3,9,11,2,0
11,5,6,8,4,1,0,8,0,10,10,3,2
9,1,3,11,45,6,5,3,0,4,11,1,0
10,2,10,10,11,26,17,7,1,9,9,0,1
15,3,15,11,0,3,3,16,4,9,7,0,1
5,2,6,10,7,0,0,7,4,8,8,5,4
4,3,11,12,37,10,5,3,1,5,12,0,0
8,3,10,10,15,19,17,11,2,9,10,1,1
8,2,11,9,1,6,3,10,2,9,11,1,0
5,1,6,6,6,0,0,7,0,3,8,3,4
5,3,8,5,37,10,9,4,3,7,7,1,0
5,3,8,8,16,11,18,6,3,13,6,1,0
15,0,11,9,1,6,6,9,3,8,7,1,0
9,3,4,6,7,0,0,10,0,4,9,2,2
3,2,2,12,40,9,9,3,0,7,9,2,2
4,0,12,7,12,18,17,4,4,15,6,1,0
12,3,9,6,1,1,5,11,2,8,6,0,0
6,2,5,5,4,0,1,9,1,4,7,5,0
3,3,4,7,38,5,11,3,1,7,7,0,0
6,0,9,9,17,14,19,11,3,15,8,3,0
12,1,9,8,1,4,7,14,2,8,11,0,0
2,2,7,6,6,0,0,9,0,5,10,1,2
7,2,3,6,36,6,7,5,2,6,8,1,0
8,3,8,11,17,16,18,7,1,10,7,0,1
8,2,11,10,1,9,3,19,1,11,10,1,3
10,1,9,5,3,0,1,9,2,4,11,7,3
3,2,4,9,38,9,3,6,4,5,10,0,1
9,3,12,6,18,23,12,8,2,7,10,2,1
13,1,15,10,1,7,6,13,1,6,11,0,0
12,1,6,7,5,0,0,5,2,4,7,5,4
8,3,5,11,38,6,8,1,0,6,8,0,0
10,2,11,10,14,18,15,10,1,9,5,1,0
10,2,10,10,3,2,9,14,1,9,10,3,0
9,1,4,11,6,1,1,8,2,8,7,7,5
2,1,6,11,40,8,5,5,3,6,10,1,0
9,4,7,5,13,17,20,9,0,9,9,1,1
15,1,11,11,1,5,4,12,1,10,9,1,0
6,2,4,7,5,0,1,7,0,2,5,3,1
2,4,8,7,37,9,2,4,1,11,8,1,0
4,2,14,6,17,14,23,4,2,11,11,0,0
5,3,16,6,1,4,8,20,1,14,10,0,3
8,4,5,9,3,0,0,7,2,4,11,0,0
4,3,3,10,43,8,9,4,0,5,9,2,2
5,2,13,10,13,21,14,11,1,11,7,0,0
12,1,9,7,1,2,6,16,0,6,12,0,1
4,1,6,4,5,0,0,8,4,3,8,2,2
7,0,6,6,37,10,6,3,1,0,7,0,1
7,6,13,10,18,14,21,9,1,13,5,0,0
7,1,8,9,0,5,4,8,2,16,7,2,1
6,1,4,6,6,0,0,6,3,8,5,2,0
3,2,5,4,34,9,6,3,3,4,10,0,0
4,2,14,8,20,18,13,11,3,7,9,0,0
13,1,13,8,0,7,7,10,2,14,11,2,3
11,3,3,9,5,0,0,3,3,7,7,2,5
9,2,4,9,42,8,8,3,2,6,10,0,0
3,1,14,9,13,19,19,14,4,18,8,0,3
18,1,11,9,0,5,1,12,5,7,8,1,1
8,1,1,10,7,0,0,4,2,3,11,2,4
10,2,7,10,38,10,5,2,2,6,12,1,0
5,2,8,9,14,18,18,9,3,7,7,0,0
17,0,10,7,1,5,4,11,0,11,8,1,0
5,3,6,9,5,0,0,3,2,3,8,6,1
6,1,7,7,42,10,8,4,0,1,3,1,1
10,1,12,10,13,17,16,11,1,10,4,0,0
11,2,11,9,0,4,5,6,4,7,6,0,0
5,3,6,9,3,0,0,7,0,5,6,2,1
4,3,7,7,39,7,4,5,1,4,6,0,0
10,2,9,10,18,20,17,7,3,10,8,1,0
12,1,9,10,0,5,7,9,2,9,8,0,0
7,1,5,6,5,0,0,8,1,10,5,3,2
3,1,4,6,40,6,6,3,0,5,11,2,0
7,1,14,10,14,23,18,7,1,8,9,0,2
14,2,13,7,1,2,5,15,1,14,7,1,1
8,3,5,11,6,0,0,4,2,10,11,5,1
6,2,3,11,38,6,8,3,4,10,11,1,0
9,2,6,7,15,18,19,6,3,12,8,2,0
13,2,9,7,1,5,3,9,3,10,8,2,0
6,0,7,8,7,0,1,12,1,4,9,2,2
6,1,8,7,35,4,8,4,3,7,10,1,2
6,0,17,10,18,25,13,7,3,6,8,0,0
15,4,10,12,0,3,7,10,0,16,8,1,0
12,2,7,10,5,0,0,8,4,7,8,4,0
3,2,4,11,42,8,7,5,3,6,9,1,0
7,1,12,11,13,11,27,7,2,15,11,4,0
5,4,11,8,0,4,3,17,2,8,10,0,1
6,3,3,7,5,0,0,9,2,2,8,4,3
6,1,9,9,42,6,8,9,0,5,9,0,0
3,2,23,10,13,21,17,9,3,8,12,2,0
16,2,6,11,0,4,4,13,3,7,8,1,0
7,7,2,11,6,0,0,9,2,3,5,2,2
8,1,3,9,39,7,10,7,1,3,11,0,0
8,2,5,8,14,19,16,9,1,17,6,0,0
13,1,14,8,1,4,4,11,4,8,9,1,2
12,4,8,8,5,0,0,3,0,6,10,4,2
4,1,3,10,37,8,5,3,1,3,5,2,0
10,1,16,10,16,22,14,7,1,7,7,1,0
18,2,7,10,2,5,6,13,2,7,6,2,0
9,3,10,11,7,0,0,5,1,4,8,3,2
6,3,3,10,34,9,6,2,1,6,3,1,1
9,1,12,11,18,17,19,9,1,6,7,0,1
9,1,12,11,1,6,3,11,2,13,9,0,0
9,0,5,11,3,0,0,6,1,3,5,4,1
6,2,4,5,39,7,4,2,1,1,8,0,0
5,1,10,10,18,15,21,11,1,9,4,0,0
12,1,9,6,0,5,8,18,2,9,7,0,0
9,4,5,7,5,0,0,10,1,8,12,4,3
3,2,4,11,37,7,6,2,1,8,10,1,0
5,0,9,7,16,20,12,6,2,14,8,1,1
16,4,13,6,2,3,11,13,1,9,10,0,2
5,1,2,9,5,0,1,7,2,7,11,6,0
5,2,10,5,40,8,5,2,1,1,9,1,1
10,5,9,10,15,19,18,5,0,5,5,1,0
9,0,15,11,0,5,5,18,0,13,2,1,1
8,1,3,8,5,0,0,6,1,5,10,4,3
3,0,6,10,35,7,6,6,1,6,9,3,1
9,2,9,5,19,14,19,12,2,10,8,3,1
8,1,9,9,1,9,5,7,0,17,11,0,0
13,1,6,9,4,0,0,6,3,5,10,4,4
5,2,1,5,39,9,8,1,1,4,10,0,0
8,1,12,10,15,16,15,7,2,11,5,1,0
17,1,6,7,2,3,9,13,2,11,7,0,0
9,2,9,8,6,0,0,10,3,6,9,2,1
2,3,2,10,35,9,9,7,1,5,9,1,0
12,0,11,10,19,8,20,14,2,10,10,2,0
4,3,7,6,0,4,10,13,1,14,12,0,0
5,2,7,10,10,0,0,8,2,11,9,5,2
7,1,3,11,32,8,7,0,0,9,11,2,2
10,4,13,8,17,19,14,8,2,13,10,2,0
8,0,13,11,1,7,4,11,2,13,10,3,0
14,1,4,7,3,0,1,3,3,5,10,4,2
4,3,6,11,34,6,5,2,1,5,10,2,1
5,0,6,8,22,14,19,10,1,7,6,1,2
8,1,11,6,1,9,6,12,2,11,7,0,1
8,1,8,4,6,1,0,9,2,6,8,3,1
6,1,6,9,41,9,8,5,1,4,9,0,0
7,2,8,7,13,16,16,10,1,12,11,0,0
10,1,15,7,0,7,4,12,0,10,8,1,3
6,1,2,8,5,0,0,10,3,5,9,2,2
5,1,7,6,38,7,7,3,0,6,9,1,1
7,2,12,10,16,20,15,3,3,8,8,3,0
11,1,10,5,1,7,4,12,0,8,7,0,0
10,3,6,8,7,0,0,3,3,5,4,1,2
4,1,4,8,36,7,10,3,1,5,7,0,1
11,1,14,9,16,18,15,10,3,16,7,0,0
10,0,10,9,1,2,7,10,3,8,6,1,1
5,2,4,10,9,0,1,7,1,6,11,4,1
10,3,4,9,35,8,12,7,1,3,9,0,1
5,2,8,9,15,21,10,12,4,15,5,1,1
18,1,10,11,1,5,4,6,3,12,8,0,0
11,2,3,5,7,0,0,4,2,6,11,3,0
4,1,7,9,31,8,8,3,3,2,11,0,2
10,0,9,10,22,13,13,6,1,9,4,1,2
8,2,10,3,0,11,7,12,1,8,7,1,1
11,4,8,12,11,0,0,6,1,6,4,5,3
5,1,7,10,34,11,7,7,2,2,8,4,0
11,3,18,10,15,18,14,14,2,8,11,0,0
12,1,18,12,0,7,3,9,1,10,11,0,1
10,2,4,9,5,0,0,3,0,3,9,1,2
6,4,6,11,40,6,8,3,0,1,5,2,0
3,2,10,11,14,22,15,7,0,11,4,0,0
16,0,17,10,1,5,3,11,1,7,4,0,0
9,2,7,10,7,1,0,4,2,2,4,1,1
7,1,9,11,37,6,7,4,0,4,9,1,0
8,3,9,11,15,19,18,6,1,9,5,2,0
12,2,12,10,1,4,6,14,0,7,5,1,1
4,2,5,11,7,0,0,11,0,7,9,6,0
7,1,3,10,38,10,9,4,2,2,6,2,1
10,1,14,9,15,20,13,6,1,15,9,1,0
10,1,8,7,0,3,5,7,0,12,8,0,1
6,0,1,8,3,0,0,7,1,4,6,1,0
5,2,8,3,34,4,6,3,1,6,10,0,0
7,2,9,8,22,19,14,8,2,10,8,0,1
13,3,14,11,1,8,8,11,0,14,10,1,1
8,0,4,11,5,0,1,4,1,10,10,3,2
6,1,11,8,39,5,9,6,1,4,9,1,1
8,5,15,11,13,18,15,7,4,10,8,1,1
13,5,9,10,3,4,8,8,2,15,8,0,1
5,1,6,10,3,1,0,7,0,5,9,8,0
8,1,8,10,33,9,3,8,1,4,9,1,2
9,2,15,12,22,16,15,7,0,8,8,0,1
9,1,9,10,2,6,10,6,1,12,7,4,0
10,4,4,10,6,0,1,9,2,7,4,3,2
8,2,5,11,36,9,7,7,4,4,8,3,0
11,4,12,8,17,11,22,8,1,10,12,3,2
14,3,10,11,1,3,8,13,0,11,7,0,0
7,2,9,11,5,0,0,13,2,9,6,3,2
5,3,3,10,36,6,10,2,2,5,9,0,1
5,3,8,10,19,16,17,14,2,12,10,0,1
12,1,6,12,0,5,6,14,2,8,11,0,1
7,0,3,9,4,0,0,6,2,2,9,4,0
6,2,3,5,36,7,9,2,1,9,7,0,1
6,2,3,7,19,11,21,8,2,10,8,0,0
9,2,10,6,1,6,5,8,2,13,5,1,0
5,1,7,7,8,0,1,6,0,9,7,9,4
4,3,6,4,36,10,6,5,2,1,9,0,1
9,1,14,10,14,17,16,5,0,8,6,1,1
8,3,10,9,2,4,7,10,0,10,2,0,0
7,1,5,7,6,0,0,9,3,5,8,4,1
4,0,6,6,38,10,9,7,3,11,8,1,0
9,2,7,6,16,19,11,5,2,11,11,0,0
16,1,13,8,0,6,5,7,1,7,9,1,0
6,2,8,8,4,0,0,7,1,3,6,2,2
4,3,6,9,36,5,9,4,1,4,6,2,0
13,0,9,9,20,16,16,11,2,15,8,1,0
11,4,12,12,0,7,7,10,4,7,8,1,0
8,0,8,10,5,0,0,6,2,11,9,2,0
3,1,5,11,30,5,3,5,0,4,9,2,0
6,2,10,10,24,18,19,7,1,12,9,1,0
11,2,11,10,1,8,6,12,2,5,10,0,0
10,2,5,6,6,0,1,5,0,7,6,7,1
6,1,3,9,37,5,8,5,3,10,7,0,0
4,2,11,6,17,17,16,9,3,13,5,2,0
8,2,13,9,0,8,6,10,1,11,11,0,0
17,1,7,9,4,0,0,8,0,5,11,3,2
5,2,3,12,44,6,7,9,2,7,10,1,0
8,1,14,8,10,25,13,4,4,14,10,1,0
11,4,14,8,2,7,1,15,3,5,11,1,0
13,3,4,11,7,1,0,1,3,3,10,3,0
5,0,3,9,37,8,10,3,0,6,9,3,0
4,1,19,5,15,16,18,8,1,19,6,1,0
5,3,12,7,1,5,3,11,3,8,10,0,1
11,1,3,11,7,0,0,6,1,1,9,3,1
3,1,7,11,34,11,8,4,3,2,4,1,1
10,3,10,8,19,16,14,5,0,13,6,1,1
12,2,9,6,0,2,9,12,1,13,8,1,1
4,2,4,9,3,0,0,9,4,4,8,1,1
10,1,5,6,42,3,7,10,1,4,11,0,2
6,2,10,10,14,15,25,12,3,14,10,0,0
7,0,11,10,1,6,4,13,1,16,11,1,2
4,3,6,6,8,0,0,8,1,3,9,4,2
4,0,3,9,33,10,8,7,1,4,12,0,0
4,1,10,6,18,14,17,7,2,14,10,1,0
13,0,6,6,1,1,9,10,0,16,7,0,0
6,1,4,5,4,0,1,6,4,13,10,4,0
2,3,6,5,40,9,8,6,1,6,11,0,1
10,2,6,8,14,23,13,7,3,14,11,0,0
15,1,14,9,2,4,1,8,1,3,8,0,2
9,3,12,8,11,2,0,3,1,11,10,5,1
6,0,7,10,29,11,7,4,4,5,8,0,0
11,3,18,11,19,15,17,8,1,12,9,2,2
10,4,9,11,1,5,4,13,3,9,7,0,0
5,1,9,10,4,0,1,7,3,5,11,1,1
3,3,2,12,38,6,7,3,1,10,10,1,0
10,1,14,11,16,17,16,10,1,11,10,0,1
14,3,8,9,2,3,10,8,1,11,10,3,0
4,1,5,11,4,1,0,8,0,6,8,1,1
4,2,5,7,37,5,8,4,1,4,8,1,1
6,1,12,8,16,16,19,8,4,12,3,1,0
5,1,11,7,3,4,6,11,1,14,10,1,0
8,5,3,3,4,0,2,5,0,4,9,4,2
3,2,11,8,32,7,4,5,1,4,5,0,0
8,5,11,8,22,15,20,6,2,8,6,0,0
13,2,9,11,2,8,6,16,0,10,10,2,1
10,0,2,10,4,0,0,9,2,11,8,4,1
6,4,5,8,33,9,3,1,1,2,9,1,1
9,1,18,9,22,16,18,12,1,4,8,0,1
11,3,6,9,1,7,6,7,1,13,7,1,1
7,3,9,11,5,1,0,9,1,10,6,2,2
2,1,8,10,35,10,5,3,1,4,9,1,1
8,1,14,8,19,18,13,7,0,8,11,0,0
13,1,12,10,1,3,10,7,1,10,5,0,4
6,4,8,9,5,0,1,10,4,7,7,3,1
0,1,8,10,35,8,6,5,1,2,10,0,0
14,1,9,10,20,20,14,7,0,9,7,2,1
13,2,12,10,0,7,5,10,0,7,6,0,0
11,1,8,9,5,0,0,8,2,5,5,3,2
5,2,1,12,40,9,10,4,1,3,12,0,0
9,4,9,6,15,14,16,8,2,11,4,1,3
11,1,12,11,0,5,6,11,1,10,5,2,0
8,2,6,7,4,0,0,8,3,6,9,4,0
1,3,3,9,37,9,8,1,1,3,7,1,2
11,1,16,9,19,13,19,10,0,12,7,1,0
7,1,11,8,0,5,6,20,4,8,8,1,0
5,2,2,10,7,0,0,8,2,5,11,3,1
6,1,7,7,34,9,8,3,2,7,10,1,0
7,1,12,9,19,17,14,3,2,11,7,1,1
17,1,5,6,0,4,7,11,1,5,6,1,1
6,3,8,8,5,0,1,6,0,5,5,2,1
1,4,5,8,36,5,7,10,0,2,7,1,0
10,2,14,10,17,22,18,8,1,6,9,1,1
10,2,12,9,2,1,6,13,0,12,3,1,0
3,1,6,9,5,1,0,6,2,5,8,3,2
4,3,7,6,37,8,7,3,2,4,8,1,0
7,4,10,10,16,19,15,8,0,10,6,1,0
12,1,7,8,2,5,6,9,2,15,6,0,1
4,2,9,5,5,0,0,13,3,3,9,3,2
5,0,0,6,37,5,10,6,1,7,11,0,2
5,1,12,7,18,15,21,12,3,13,11,0,0
13,2,13,7,0,4,5,15,2,9,11,0,0
6,2,7,11,4,0,0,9,2,6,10,2,0
3,4,3,11,35,7,4,3,3,3,10,1,1
12,2,12,8,20,18,17,8,1,7,7,2,1
11,2,13,7,1,4,10,17,1,6,9,1,1
6,4,6,9,4,0,0,11,0,8,9,2,3
1,2,8,12,45,5,8,5,2,6,8,2,0
7,1,7,10,9,18,23,7,1,11,10,1,2
9,1,9,9,2,3,3,14,0,7,6,1,0
7,1,5,5,1,0,0,8,0,9,5,2,1
3,0,2,7,46,4,7,3,3,2,9,0,1
7,1,7,5,13,20,19,8,0,8,10,2,1
12,0,14,5,0,7,3,10,2,11,3,1,0
10,4,11,10,6,0,0,6,3,5,6,1,1
1,2,5,11,38,7,9,6,3,7,9,3,0
7,0,9,8,14,10,25,8,0,18,11,0,3
5,3,9,9,2,3,6,19,3,6,9,0,0
5,1,10,7,3,0,0,8,2,6,11,2,3
5,3,3,7,39,6,8,11,2,4,6,0,1
6,0,13,11,18,20,16,4,3,17,11,1,2
11,2,13,7,0,4,6,10,3,10,9,0,0
7,0,3,9,5,0,0,5,1,3,9,3,2
5,2,6,9,39,11,5,4,1,7,7,3,0
15,3,11,5,15,16,15,12,3,8,5,2,0
9,2,10,12,1,8,4,6,2,10,11,1,1
8,1,5,11,8,0,1,7,2,4,9,5,1
4,1,4,5,32,8,8,1,1,10,7,1,0
7,1,11,6,19,16,14,6,1,7,7,0,1
9,2,10,7,1,8,6,15,0,8,10,1,0
15,1,4,8,6,0,0,8,3,3,6,4,1
7,1,5,10,32,4,6,4,2,6,10,2,0
5,1,10,11,21,19,13,7,0,14,8,1,0
14,1,14,7,1,8,10,7,4,7,7,1,0
7,3,8,10,6,0,0,12,1,7,9,3,0
5,3,3,10,41,5,8,6,2,3,7,2,0
5,2,14,9,11,18,21,7,2,10,10,0,1
6,2,12,7,2,4,4,17,1,13,5,1,0
7,0,1,5,6,0,0,6,3,4,10,7,1
3,2,6,9,37,8,8,6,2,3,9,0,1
6,0,14,5,16,18,17,6,3,6,9,1,1
12,2,9,8,1,4,5,22,1,8,4,0,0
11,2,7,10,8,0,0,9,2,3,10,4,2
7,1,3,9,35,4,10,1,4,6,7,2,2
6,1,7,11,17,20,14,10,2,18,7,0,0
11,1,13,11,0,7,5,12,1,6,11,0,0
10,2,3,5,4,0,0,6,3,8,11,3,4
6,1,10,9,43,9,7,5,1,5,11,0,0
6,0,13,9,13,17,16,8,1,14,8,0,2
13,0,10,8,0,1,10,9,2,9,8,0,1
7,0,5,11,5,0,0,11,1,7,9,5,2
4,2,8,10,34,10,5,9,0,0,11,0,0
8,1,9,10,20,12,18,5,1,12,9,0,1
9,3,5,9,1,7,7,12,3,8,8,0,0
9,1,9,5,5,1,0,9,1,6,3,5,2
8,2,2,7,44,9,8,4,1,6,8,0,0
6,1,18,10,11,20,17,6,3,14,9,2,1
11,0,6,7,0,1,5,17,2,15,9,1,2
6,3,4,6,4,0,0,6,8,1,10,5,1
6,2,7,8,47,10,5,3,3,2,10,0,1
12,3,11,10,8,19,19,5,1,12,8,0,2
12,3,13,11,1,5,1,13,2,7,5,1,0
5,1,7,8,5,1,0,2,2,4,10,3,2
6,1,7,10,36,8,8,6,1,4,3,1,0
9,4,12,9,19,12,18,4,2,10,8,2,0
8,0,4,11,0,2,12,12,2,18,5,0,0
10,0,7,11,6,0,0,10,3,5,8,4,4
7,4,4,6,37,7,5,4,1,5,10,0,0
7,1,11,10,17,20,20,6,3,10,4,1,0
15,3,8,9,0,4,4,18,4,7,10,0,0
11,3,4,10,3,0,0,1,3,7,9,1,4
7,3,5,10,37,4,9,5,1,4,8,0,0
6,2,11,10,20,21,12,6,0,10,8,1,1
12,0,11,10,0,7,7,14,0,7,6,3,0
9,3,5,7,4,0,0,5,1,5,6,4,2
6,4,9,8,44,6,8,7,3,3,6,0,1
3,1,12,11,12,22,15,17,4,6,7,0,0
20,2,8,8,0,6,3,12,1,7,11,0,0
6,2,9,9,6,0,0,4,3,4,7,3,0
7,1,5,8,33,8,9,6,1,3,9,1,0
6,2,14,11,20,12,13,6,4,9,7,1,0
4,1,11,9,1,9,9,10,2,9,5,3,0
2,0,10,9,6,0,0,7,2,6,6,5,3
3,2,8,4,38,9,3,3,2,11,8,1,0
8,2,12,8,16,27,14,3,1,5,10,0,1
16,3,13,4,0,5,2,10,1,5,6,2,1
10,0,8,11,5,0,0,6,1,5,5,3,1
7,3,2,11,41,10,8,0,2,4,7,1,0
7,0,10,9,14,15,21,8,3,9,4,0,0
11,0,13,11,0,4,2,14,0,10,6,1,0
8,0,6,7,9,0,0,6,3,6,5,8,0
10,3,4,11,39,10,8,7,0,4,10,0,0
10,3,14,10,12,18,17,9,3,14,10,4,0
7,0,7,9,0,4,3,14,1,8,11,0,0
14,2,8,8,4,0,0,6,2,6,10,4,1
3,1,6,11,35,6,6,3,2,3,10,1,1
6,0,12,10,20,22,14,9,2,14,6,0,0
15,4,7,9,1,5,6,7,2,13,12,1,1
7,1,5,7,8,1,0,6,2,8,9,5,3
4,3,11,5,30,10,6,3,2,3,8,0,1
5,2,9,10,22,15,17,3,2,8,8,0,0
16,2,11,10,0,7,5,14,0,6,3,2,0
9,1,11,11,4,0,0,10,3,2,4,3,1
5,3,0,10,40,8,5,1,2,7,8,0,0
12,1,9,10,14,16,19,9,3,4,7,2,1
13,1,15,6,2,3,8,11,1,17,8,1,2
4,7,3,11,6,0,1,9,2,5,8,1,2
3,0,9,10,34,7,10,4,3,3,6,0,0
11,4,7,8,19,13,16,10,2,11,9,0,2
10,4,6,10,1,6,8,11,1,14,8,1,1
8,1,6,11,6,0,0,5,1,5,9,4,1
3,3,5,6,39,7,8,8,1,4,8,0,0
8,1,13,6,15,22,13,6,2,15,8,2,0
8,1,18,11,0,2,8,13,4,7,8,1,0
11,4,4,9,7,0,0,6,1,7,11,1,0
5,2,5,11,36,7,6,6,2,6,7,1,0
6,2,6,10,17,23,12,6,0,7,11,2,0
14,1,12,4,0,8,4,17,2,9,8,1,1
9,1,6,8,6,0,0,9,2,7,10,2,1
8,0,1,7,37,10,6,4,2,3,10,2,1
11,1,11,9,16,17,17,5,1,18,9,1,1
12,2,10,6,1,5,4,11,0,7,11,0,0
10,5,3,6,4,0,1,5,1,5,9,1,2
3,0,2,10,43,5,9,3,2,7,5,0,2
8,0,13,6,13,21,16,4,1,13,9,2,0
13,2,16,7,0,4,5,12,1,12,7,0,0
9,6,5,11,5,0,0,9,2,5,9,3,0
4,2,3,11,41,7,10,6,3,7,10,0,0
9,0,7,10,13,19,16,10,1,11,10,1,0
13,1,9,10,1,3,4,8,1,10,9,1,1
12,0,6,9,5,1,0,6,1,5,8,2,1
3,2,1,6,40,6,7,3,1,7,8,0,1
7,2,11,7,15,18,19,9,2,6,8,2,0
7,1,6,6,0,5,5,17,2,8,7,0,0
8,2,5,3,4,0,0,9,0,3,9,2,0
8,0,6,8,38,8,9,8,1,5,8,0,0
4,1,11,9,18,15,19,10,3,13,11,0,0
15,1,8,10,0,4,5,12,3,10,9,0,0
6,1,7,8,4,0,0,7,2,8,8,1,0
0,1,6,6,37,6,6,6,2,2,10,0,0
11,2,10,6,19,17,19,10,1,11,10,1,0
15,1,5,10,0,5,7,8,2,16,6,0,0
8,1,6,11,7,0,0,9,2,8,11,8,3
3,4,6,6,35,10,4,3,2,7,9,0,0
11,2,6,7,18,17,17,5,2,6,10,1,0
16,1,16,11,0,9,3,11,1,10,7,0,0
9,6,7,10,2,0,0,5,2,7,3,2,3
4,2,3,10,41,5,5,2,2,8,10,0,0
6,2,9,9,17,15,21,7,1,12,10,1,0
14,1,13,9,0,9,5,7,1,10,8,2,1
12,3,10,8,7,0,0,8,1,7,4,4,0
2,4,7,11,36,5,10,5,3,4,9,0,1
6,0,12,11,13,15,16,6,1,15,7,1,3
13,3,8,11,4,7,5,12,2,6,9,2,1
7,2,7,10,7,0,2,7,0,9,9,2,5
3,1,4,9,33,11,9,4,2,6,10,2,0
15,1,10,10,16,10,14,14,2,14,5,1,0
5,1,8,8,4,8,6,13,0,8,11,0,0
4,0,1,5,10,0,2,10,3,9,12,2,1
4,0,5,3,28,11,4,5,2,1,10,1,2
8,2,15,3,22,14,19,7,1,9,10,0,1
9,4,10,11,0,8,4,18,1,4,11,0,1
11,0,3,6,4,0,0,13,2,5,7,3,1
1,2,7,8,42,6,7,6,2,6,11,2,1
6,2,11,8,14,22,16,5,5,14,8,0,1
14,2,14,5,0,7,2,10,3,15,11,1,0
7,3,4,9,4,0,0,6,2,2,10,1,2
2,1,5,8,37,4,8,6,3,8,9,0,2
4,1,11,6,18,12,24,10,4,17,12,2,1
12,2,6,5,1,4,7,8,4,12,9,1,1
10,3,5,11,3,0,1,9,1,4,10,4,1
6,2,5,9,30,7,5,5,2,8,8,2,0
4,2,8,10,26,11,22,6,2,11,8,0,1
7,2,11,11,1,8,6,15,2,11,8,3,0
